gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff
4485980330,1,15,6,0,2,6,2,0,0,0,236,57,250,942,38,0,1,6,2,8,1,0,0,196,56,-250,-942
4511502291,1,13,4,0,7,8,6,0,1,0,209,52,166,395,16,1,1,8,7,12,1,0,0,167,40,-166,-395
4495005465,0,11,2,0,6,8,7,0,0,0,233,47,-465,-436,81,1,1,8,6,10,0,0,0,214,42,465,436
4456960285,1,19,5,0,10,8,10,1,0,0,217,46,-733,-541,17,3,1,8,10,13,0,0,0,234,39,733,541
4518159499,0,38,2,0,6,8,8,0,0,0,212,62,-1013,-36,12,1,1,8,6,6,1,0,0,260,56,1013,36
4468797183,1,10,2,0,7,7,6,1,1,2,239,64,3773,1957,13,0,1,7,7,6,0,0,0,170,52,-3773,-1957
4523041612,0,17,2,0,5,4,4,0,0,0,207,79,1060,1554,69,3,1,4,5,4,1,0,0,211,60,-1060,-1554
4512312350,1,16,2,1,7,4,4,1,0,0,218,68,2169,2453,30,1,0,4,7,4,0,0,0,212,40,-2169,-2453
4514358264,1,15,7,0,4,2,3,1,0,0,236,53,1019,708,17,1,1,2,4,0,0,0,0,229,44,-1019,-708
4520529176,1,17,3,1,9,5,10,1,1,0,226,59,2684,1191,41,3,0,5,9,4,0,0,0,211,37,-2684,-1191
4477445574,1,17,4,1,4,2,3,0,0,0,246,52,1362,699,16,1,0,2,4,4,1,1,0,228,64,-1362,-699
4477502000,1,60,4,1,6,7,7,0,1,0,233,65,915,1710,16,3,0,7,6,9,0,0,0,214,36,-915,-1710
4520688318,0,54,4,0,11,6,22,0,1,0,226,48,1931,1200,13,2,1,6,11,10,1,0,0,232,62,-1931,-1200
4478461160,1,14,2,1,9,0,8,0,0,0,221,49,3655,2743,37,2,0,0,9,0,1,0,0,198,60,-3655,-2743
4519427485,0,24,4,1,6,4,8,0,0,0,205,52,805,149,13,8,0,4,6,4,1,0,0,256,44,-805,-149
4524478226,1,15,2,0,12,10,20,0,0,0,172,32,478,-124,61,1,1,10,12,17,1,0,0,159,75,-478,124
4501131347,1,44,5,1,14,12,14,1,0,0,204,49,1698,2237,21,5,0,12,14,11,0,1,0,167,51,-1698,-2237
4500439445,1,18,2,1,4,5,3,0,0,0,214,58,-330,-466,15,3,0,5,4,5,1,0,0,236,52,330,466
4521846073,1,22,2,1,6,5,7,0,1,0,221,43,592,242,14,3,0,5,6,4,1,0,0,215,67,-592,-242
4524317634,0,17,3,1,1,4,1,0,0,0,220,37,-1765,-2344,17,4,0,4,1,2,1,0,0,244,62,1765,2344
4508697399,0,13,1,1,1,2,1,0,0,0,246,51,-92,-244,12,0,0,2,1,3,1,0,0,226,64,92,244
4494950726,0,69,2,1,5,11,5,1,0,0,193,54,-2947,-2189,17,1,0,11,5,13,0,0,0,224,43,2947,2189
4524780505,1,18,3,1,6,2,6,1,0,0,245,52,1982,990,16,2,0,2,6,6,0,0,0,227,60,-1982,-990
4480448606,1,15,3,0,10,7,8,0,1,0,240,63,2330,2319,52,2,1,7,10,9,0,0,0,200,39,-2330,-2319
4521063765,1,14,4,0,3,3,4,1,0,0,194,66,-105,1086,16,2,1,3,3,3,0,0,0,235,55,105,-1086
4446243794,1,16,4,0,1,5,1,1,1,0,210,83,-1215,-756,21,3,1,5,1,7,0,0,0,233,52,1215,756
4509810925,0,16,1,0,6,6,7,1,0,0,191,40,-951,-1116,12,3,1,6,6,8,0,0,0,221,51,951,1116
4473257949,1,18,2,1,5,3,7,1,1,0,217,47,134,-144,19,4,0,3,5,2,0,0,0,235,51,-134,144
4523527699,1,108,5,1,6,5,8,0,0,0,238,37,361,-672,17,0,0,5,6,5,0,0,0,223,54,-361,672
4522356055,1,19,2,0,6,5,5,1,0,0,209,44,905,1369,15,2,1,5,6,10,0,0,0,180,40,-905,-1369
4454501300,0,15,1,1,9,6,5,0,0,0,210,38,348,-1004,15,5,0,6,9,6,1,0,0,216,60,-348,1004
4516589560,0,14,1,1,6,8,6,0,0,0,219,64,-424,-630,14,2,0,8,6,10,1,1,0,230,48,424,630
4505605320,1,15,4,1,10,4,13,1,0,0,212,37,3058,1325,37,1,0,4,10,2,0,1,0,222,52,-3058,-1325
4470336918,0,16,1,1,7,8,11,1,0,0,241,48,-105,-1401,18,4,0,8,7,9,0,1,0,232,50,105,1401
4522654087,0,12,0,0,3,8,3,0,0,0,205,51,-1876,-2659,13,2,1,8,3,4,1,0,0,211,76,1876,2659
4523758251,0,15,1,0,5,7,8,1,0,0,215,52,-1031,-760,17,1,1,7,5,10,0,0,0,211,56,1031,760
4522558200,0,39,1,1,7,4,6,0,0,0,207,52,125,2058,22,5,0,4,7,4,0,0,0,224,47,-125,-2058
4524960407,1,22,0,1,4,7,4,0,1,1,224,61,-669,-502,17,4,0,7,4,8,1,0,0,209,46,669,502
4492820318,1,51,3,0,10,5,16,1,0,1,173,40,1436,-1544,14,2,1,5,10,4,0,0,0,207,66,-1436,1544
4482355547,0,23,1,1,8,10,8,1,0,0,205,59,-78,-155,13,2,0,10,8,7,0,1,0,207,40,78,155
4519483383,1,9,3,1,6,7,6,0,1,0,204,71,-713,103,84,4,0,7,6,5,1,0,0,212,52,713,-103
4523957266,0,19,2,0,4,7,2,0,0,0,234,66,-1975,-1115,24,4,1,7,4,7,1,0,0,243,55,1975,1115
4520868488,1,15,3,1,9,3,11,0,0,0,220,41,1411,766,11,1,0,3,9,4,1,0,0,215,62,-1411,-766
4457621044,1,47,3,1,2,1,3,1,0,0,230,65,661,139,14,2,0,1,2,2,0,0,0,245,56,-661,-139
4494262239,0,14,0,0,3,4,6,0,0,0,226,40,-394,-1635,14,1,1,4,3,4,0,1,0,237,64,394,1635
4524530241,0,49,0,1,4,4,4,0,0,0,178,48,-557,-832,13,5,0,4,4,6,0,0,0,217,52,557,832
4500738372,1,20,3,0,6,3,5,0,0,0,243,64,1204,2004,16,4,1,3,6,2,1,0,0,250,48,-1204,-2004
4520610441,0,41,2,1,6,7,8,0,0,0,204,49,-1966,-3189,18,4,0,7,6,6,0,0,0,242,60,1966,3189
4487705166,1,59,2,0,3,6,6,1,0,0,238,51,-1090,-1499,11,17,1,6,3,6,0,0,0,233,56,1090,1499
4524841427,0,16,2,1,9,8,12,0,1,0,166,36,-1152,-2193,19,2,0,8,9,8,1,0,0,208,48,1152,2193
4501013460,0,27,0,0,6,10,4,0,1,0,202,54,-1682,-71,14,2,1,10,6,8,1,0,0,226,52,1682,71
4522459951,1,15,5,1,9,4,12,1,0,0,210,41,1847,1084,14,2,0,4,9,5,0,1,0,200,40,-1847,-1084
4524235691,0,91,4,1,7,6,12,0,0,0,227,48,808,-236,13,3,0,6,7,3,1,0,0,250,53,-808,236
4524900733,1,16,1,0,6,9,3,1,0,0,199,52,-1332,-2004,14,6,1,9,6,10,0,0,0,217,40,1332,2004
4521830295,0,16,2,0,9,18,9,0,0,0,162,31,-3966,-2999,18,2,1,18,9,16,0,1,0,169,38,3966,2999
4460355612,0,33,1,0,10,7,11,0,1,1,183,51,1377,795,14,2,1,7,10,8,1,0,0,201,52,-1377,-795
4500291945,1,16,0,1,7,3,10,1,0,0,228,47,1493,1167,10,2,0,3,7,4,0,1,1,193,51,-1493,-1167
4512192023,0,18,4,0,4,7,5,0,0,0,219,38,-2876,-2715,10,4,1,7,4,9,0,1,0,222,92,2876,2715
4489456327,0,42,3,0,8,7,13,1,0,0,165,39,1340,-207,19,4,1,7,8,10,0,0,0,201,32,-1340,207
4522648784,0,18,3,0,4,7,2,0,0,0,208,48,-1208,-614,37,4,1,7,4,5,1,0,0,227,44,1208,614
4481739224,1,19,5,0,6,6,9,0,0,0,238,54,218,1085,18,4,1,6,6,8,1,0,0,229,54,-218,-1085
4525228858,1,14,3,1,13,1,10,1,0,1,258,56,6907,4512,15,2,0,1,13,1,0,0,0,178,54,-6907,-4512
4522283833,1,13,1,0,4,5,7,0,0,0,217,48,-594,-353,14,1,1,5,4,7,1,1,0,235,48,594,353
4473660797,0,15,0,0,10,9,13,1,1,0,192,45,-1464,-454,15,3,1,9,10,5,0,0,0,226,46,1464,454
4516698364,1,15,2,0,5,4,7,0,0,0,205,43,554,-702,28,0,1,4,5,4,0,0,0,179,68,-554,702
4507824198,1,17,1,1,7,2,5,0,1,0,226,47,1256,-295,16,6,0,2,7,1,1,0,0,268,63,-1256,295
4508436860,1,40,2,1,10,2,14,1,0,0,203,36,4373,4286,13,4,0,2,10,3,0,0,0,184,24,-4373,-4286
4451008750,1,24,2,1,6,5,6,0,0,0,195,45,-245,-278,14,2,0,5,6,6,1,0,0,221,45,245,278
4456309511,0,15,1,1,8,8,7,0,1,1,206,32,393,-215,16,1,0,8,8,9,1,0,0,223,46,-393,215
4517825338,1,16,4,1,7,2,6,0,0,0,248,55,2822,2207,24,3,0,2,7,2,1,0,0,219,64,-2822,-2207
4522021441,0,12,2,0,1,10,0,0,0,0,210,52,-5025,-2610,19,4,1,10,1,16,1,0,0,228,58,5025,2610
4516557839,1,19,2,0,7,8,8,0,0,0,219,44,-371,-172,30,3,1,8,7,7,1,0,0,225,65,371,172
4519886299,1,16,4,1,8,4,10,1,1,1,231,56,3999,2223,13,1,0,4,8,5,0,0,0,193,42,-3999,-2223
4470465305,0,22,1,0,5,12,12,0,0,0,222,66,-4157,-1724,15,1,1,12,5,24,1,0,0,257,52,4157,1724
4523482714,0,31,0,0,5,12,2,0,0,0,169,56,-5298,-4670,11,1,1,12,5,14,1,0,0,242,52,5298,4670
4520785581,0,12,2,0,7,8,7,0,0,0,201,51,-28,-63,14,1,1,8,7,4,0,0,0,209,41,28,63
4491168583,1,51,4,0,7,5,14,1,0,0,230,52,462,579,17,4,1,5,7,6,0,0,0,224,51,-462,-579
4501782812,0,16,4,0,5,3,5,0,0,0,225,47,-81,-1,17,3,1,3,5,3,1,0,0,214,60,81,1
4521124599,1,14,3,1,6,4,9,1,1,0,218,55,752,344,15,1,0,4,6,3,0,0,0,247,68,-752,-344
4501847669,0,14,2,0,6,10,5,0,0,0,189,28,-1555,-357,17,2,1,10,6,12,1,0,0,182,45,1555,357
4469793505,1,15,2,0,6,3,9,0,0,0,197,52,1188,2039,20,2,1,3,6,4,1,1,0,207,52,-1188,-2039
4524882681,1,14,1,1,7,3,10,0,1,0,224,56,1639,-213,17,2,0,3,7,3,1,0,0,248,68,-1639,213
4520333259,1,16,5,0,6,4,7,0,0,0,226,51,1552,1488,31,4,1,4,6,5,0,0,0,213,52,-1552,-1488
4511049704,0,14,4,0,4,5,4,0,0,0,261,36,41,-936,56,2,1,5,4,5,1,0,0,234,64,-41,936
4488805966,1,12,2,1,7,4,7,1,0,0,186,52,-259,-1115,37,1,0,4,7,4,0,0,0,227,51,259,1115
4452201690,0,15,1,1,7,7,8,0,0,0,191,36,367,-1025,32,2,0,7,7,7,1,0,0,212,47,-367,1025
4523749055,1,15,3,0,10,6,9,1,1,2,219,53,2941,1850,15,6,1,6,10,6,0,0,0,192,52,-2941,-1850
4520672989,1,15,2,1,10,7,8,1,0,0,221,51,1142,283,18,3,0,7,10,6,0,0,0,252,40,-1142,-283
4447744489,1,21,1,1,9,5,10,0,0,0,229,35,4051,1394,19,5,0,5,9,3,1,0,0,211,36,-4051,-1394
4495628923,1,17,5,0,5,9,7,0,0,0,193,48,-2419,-1437,50,5,1,9,5,14,0,1,0,246,40,2419,1437
4423079773,1,16,4,1,6,4,8,1,1,0,221,65,1624,1008,17,1,0,4,6,5,0,0,0,238,33,-1624,-1008
4525132026,0,36,1,0,3,8,5,1,0,0,232,40,-2254,-379,18,3,1,8,3,8,0,0,0,232,48,2254,379
4496068567,1,13,2,1,9,5,6,0,1,0,194,54,834,1853,16,0,0,5,9,2,0,0,0,238,36,-834,-1853
4503581851,1,20,2,1,7,4,6,0,0,0,210,35,2150,1104,14,4,0,4,7,3,0,0,0,187,50,-2150,-1104
4487682437,1,15,2,0,4,8,4,0,1,0,222,42,-1624,-2019,16,1,1,8,4,8,1,0,0,207,61,1624,2019
4522601475,1,8,0,1,6,5,6,0,1,0,167,72,-2072,412,16,2,0,5,6,2,1,0,1,268,51,2072,-412
4496837103,0,13,2,0,2,7,3,0,1,0,210,57,-2089,537,39,5,1,7,2,10,0,0,0,215,38,2089,-537
4497765026,1,10,4,0,2,3,1,0,0,0,245,48,542,1212,16,1,1,3,2,4,1,0,0,209,62,-542,-1212
4438388290,0,17,2,0,6,7,4,0,1,0,231,49,-226,-221,37,3,1,7,6,7,0,0,0,226,54,226,221
4524881998,1,32,2,1,7,5,7,1,1,0,240,60,316,10,36,1,0,5,7,4,0,0,0,236,48,-316,-10
4495074549,0,16,4,1,3,6,3,0,0,0,195,36,-821,-2540,44,3,0,6,3,4,1,0,0,206,67,821,2540
4518759823,1,37,3,1,12,5,15,1,0,0,192,60,4294,4438,15,2,0,5,12,3,0,0,0,210,36,-4294,-4438
4481631636,0,19,4,0,2,8,1,0,0,0,194,64,-4891,-2335,20,1,1,8,2,8,0,1,1,266,40,4891,2335
4490315006,1,21,3,0,9,4,7,1,0,0,234,44,3432,2317,16,1,1,4,9,9,0,0,0,183,45,-3432,-2317
4521403114,1,15,2,1,7,8,8,1,0,0,197,62,-563,-812,24,4,0,8,7,12,0,0,0,207,48,563,812
4521688394,1,15,4,0,4,4,5,0,0,0,237,65,60,-341,23,5,1,4,4,3,1,0,0,252,80,-60,341
4501386832,0,19,1,1,8,2,11,0,0,0,222,63,2761,680,13,3,0,2,8,2,1,0,0,216,64,-2761,-680
4515233268,1,14,4,1,7,7,7,1,1,0,221,76,1542,2179,17,2,0,7,7,4,0,0,0,204,48,-1542,-2179
4522201208,0,35,1,0,5,3,5,0,1,1,230,56,2323,2120,13,1,1,3,5,2,0,0,0,219,52,-2323,-2120
4515342785,0,15,2,1,6,5,4,1,0,0,206,59,-1143,-859,15,1,0,5,6,3,0,1,0,259,50,1143,859
4483621634,1,19,3,0,6,7,4,0,0,0,195,49,-665,-571,16,3,1,7,6,5,1,0,0,231,52,665,571
4519595865,0,16,5,0,3,8,4,0,1,0,206,52,-2520,-1932,16,1,1,8,3,7,1,0,0,221,56,2520,1932
4497520104,1,141,2,0,6,6,6,0,0,0,226,51,708,1208,18,2,1,6,6,4,1,1,0,204,54,-708,-1208
4483310485,1,19,2,0,2,1,3,1,0,0,245,52,410,720,14,3,1,1,2,1,0,0,0,237,52,-410,-720
4514522984,1,14,3,0,0,5,0,0,0,0,201,32,-4578,-3673,19,2,1,5,0,5,1,0,0,259,79,4578,3673
4495304851,0,15,1,0,8,6,3,0,0,0,216,64,1079,1586,15,5,1,6,8,3,1,0,0,220,32,-1079,-1586
4504908173,0,11,1,0,5,14,3,0,0,0,210,56,-4024,-2373,18,2,1,14,5,17,1,0,0,203,47,4024,2373
4520894516,0,38,4,1,5,7,4,0,0,0,210,64,44,170,21,1,0,7,5,8,1,0,0,245,36,-44,-170
4520635728,1,14,3,1,6,8,5,0,1,0,214,56,-560,-46,16,2,0,8,6,10,1,0,0,221,44,560,46
4506495968,0,8,2,0,7,11,6,0,1,0,207,55,-1343,-591,18,3,1,11,7,15,1,0,0,191,40,1343,591
4464777980,0,19,2,0,5,5,7,1,0,0,188,35,60,323,11,2,1,5,5,4,0,0,0,206,44,-60,-323
4523251665,0,48,3,0,3,6,6,0,0,0,208,46,-1501,-1478,18,3,1,6,3,4,0,0,0,220,49,1501,1478
4513442931,0,40,4,1,7,5,9,0,0,0,214,40,1331,1287,16,1,0,5,7,8,0,0,0,190,52,-1331,-1287
4463059486,0,16,3,0,4,12,5,1,0,0,226,43,-4864,-2818,17,2,1,12,4,17,0,1,2,231,36,4864,2818
4511735384,1,16,1,1,9,3,8,1,1,0,216,76,3821,4288,34,1,0,3,9,5,0,0,0,187,56,-3821,-4288
4524160140,1,14,1,0,6,7,6,0,0,0,192,46,-1477,-1018,15,3,1,7,6,10,1,0,0,245,53,1477,1018
4452237596,1,15,2,1,3,2,2,0,0,0,224,52,446,263,14,1,0,2,3,1,0,0,0,237,45,-446,-263
4506113510,1,16,1,1,10,3,12,1,0,0,219,50,3504,995,16,3,0,3,10,4,0,0,0,214,46,-3504,-995
4520650445,0,15,6,0,7,5,12,0,1,0,220,39,2046,584,20,5,1,5,7,9,1,0,0,175,44,-2046,-584
4420437374,0,17,2,1,4,3,3,0,0,0,203,40,-541,-1094,17,3,0,3,4,5,1,1,0,230,60,541,1094
4465091109,0,13,0,0,3,8,1,0,0,0,194,60,-3132,-1630,17,2,1,8,3,6,1,0,0,220,50,3132,1630
4452001720,0,13,4,0,2,13,3,0,0,0,187,4,-8472,-8242,16,1,1,13,2,16,1,0,1,224,64,8472,8242
4517686299,0,14,4,0,5,6,6,0,0,0,201,63,-687,-372,23,3,1,6,5,8,1,0,0,230,43,687,372
4524698589,1,80,3,1,7,2,7,1,0,0,216,48,3129,2922,18,0,0,2,7,3,0,0,0,208,47,-3129,-2922
4478918776,0,11,2,0,2,4,5,0,1,0,233,47,-2539,-943,13,5,1,4,2,7,1,0,0,234,47,2539,943
4518368417,0,12,3,1,4,5,4,0,0,0,196,44,-2167,-2507,17,1,0,5,4,6,1,0,0,240,65,2167,2507
4487456685,1,16,3,0,8,5,10,0,0,0,247,47,910,1269,16,5,1,5,8,6,1,0,0,226,68,-910,-1269
4508403926,0,13,3,0,5,5,3,0,1,0,213,55,-521,-1275,11,2,1,5,5,3,1,0,0,236,48,521,1275
4502937096,0,13,2,1,6,5,5,0,0,0,197,41,523,-1060,15,5,0,5,6,4,1,0,0,226,54,-523,1060
4521579265,1,17,1,0,3,4,4,0,0,0,236,47,-341,-1982,18,3,1,4,3,5,1,1,0,219,56,341,1982
4518125145,0,17,2,1,8,8,13,0,0,0,193,44,247,-775,15,1,0,8,8,6,1,0,0,191,56,-247,775
4454573791,0,20,7,1,4,8,7,0,1,0,198,52,-2236,-2070,20,5,0,8,4,8,1,0,0,227,48,2236,2070
4521700370,1,15,3,1,10,4,7,0,0,0,205,56,3297,2983,16,1,0,4,10,3,1,0,0,183,44,-3297,-2983
4510866403,0,17,1,0,2,3,2,0,0,0,228,49,-682,-89,18,4,1,3,2,5,1,0,0,252,49,682,89
4522684962,0,22,2,0,10,5,10,0,1,0,205,50,1923,437,18,2,1,5,10,5,0,0,0,216,43,-1923,-437
4463456988,1,16,2,0,7,3,4,1,1,0,234,64,1738,2447,16,3,1,3,7,2,0,0,0,226,57,-1738,-2447
4518358306,0,42,4,0,6,11,10,1,0,0,208,50,-3451,-2220,26,5,1,11,6,10,0,1,0,235,59,3451,2220
4513008281,0,15,5,1,6,2,6,0,0,0,235,42,2251,-284,90,1,0,2,6,2,1,1,0,248,49,-2251,284
4432115286,0,19,1,1,6,9,8,0,0,0,226,67,-884,963,19,2,0,9,6,15,1,1,0,218,48,884,-963
4502817224,0,12,2,0,5,4,7,1,0,0,223,56,864,898,15,2,1,4,5,2,0,0,0,246,45,-864,-898
4479373618,1,17,5,1,4,2,2,1,0,1,220,58,1830,-1232,17,4,0,2,4,1,0,1,0,219,66,-1830,1232
4501993937,1,59,3,1,12,5,19,1,0,0,221,44,3913,2948,17,2,0,5,12,7,0,0,0,220,52,-3913,-2948
4519007166,1,19,2,1,8,9,7,1,1,0,149,47,-2675,-1325,19,4,0,9,8,11,0,0,0,231,42,2675,1325
4521254867,0,12,2,1,4,8,4,1,1,0,185,45,-1430,147,14,1,0,8,4,7,0,0,0,196,48,1430,-147
4472127504,0,20,1,1,8,8,10,1,1,0,207,48,226,221,15,3,0,8,8,4,0,0,0,176,54,-226,-221
4479722727,1,16,3,1,9,3,8,1,1,1,209,49,4324,1705,15,4,0,3,9,1,0,0,0,191,56,-4324,-1705
4447477693,0,17,3,0,8,8,11,0,0,0,198,40,-355,279,38,3,1,8,8,7,0,0,0,195,44,355,-279
4472428830,0,52,19,0,3,8,4,0,0,0,177,35,-4529,-4665,37,2,1,8,3,7,1,1,0,249,60,4529,4665
4524480433,0,11,3,1,3,10,1,1,0,0,167,50,-4663,-3624,15,2,0,10,3,11,0,0,0,219,44,4663,3624
4522555214,0,14,3,1,4,4,9,1,0,0,230,46,-211,-1817,36,4,0,4,4,4,0,0,0,233,64,211,1817
4449686178,1,32,7,1,7,6,6,1,0,0,219,47,38,1241,12,1,0,6,7,5,0,1,0,226,40,-38,-1241
4465356930,0,19,2,0,11,9,14,0,1,1,195,55,3315,904,17,1,1,9,11,12,1,0,0,147,45,-3315,-904
4506680103,0,16,4,1,11,9,12,0,0,0,202,39,1211,-757,18,3,0,9,11,10,1,0,0,211,60,-1211,757
4456179027,0,55,0,0,4,3,2,0,0,0,230,40,-188,270,11,3,1,3,4,2,1,0,0,248,60,188,-270
4487676643,1,15,2,1,6,4,4,0,0,0,238,52,1852,2113,20,1,0,4,6,5,0,0,0,218,40,-1852,-2113
4473506921,0,14,3,1,12,8,13,1,0,1,232,44,3059,1408,20,1,0,8,12,8,0,1,0,207,56,-3059,-1408
4521783603,0,17,3,0,1,4,1,0,0,0,232,45,-2552,-2268,14,1,1,4,1,6,1,1,0,239,63,2552,2268
4519169222,0,50,5,1,5,7,9,0,0,0,222,53,-1566,-1852,18,2,0,7,5,6,1,0,0,258,62,1566,1852
4493402938,0,11,4,1,7,10,5,0,0,0,202,42,-2967,-758,15,1,0,10,7,10,0,0,0,238,45,2967,758
4523323599,1,20,10,0,9,11,10,0,1,0,198,40,-98,-169,47,5,1,11,9,13,1,0,0,182,36,98,169
4512807335,0,12,2,0,2,4,3,0,0,0,240,38,-1972,-1177,12,2,1,4,2,5,0,0,0,253,64,1972,1177
4510691546,1,14,2,1,10,8,17,1,0,0,201,54,557,-1383,13,2,0,8,10,9,0,0,0,204,68,-557,1383
4450170058,0,19,4,1,8,3,11,0,1,0,204,45,1217,309,74,4,0,3,8,2,0,0,0,214,45,-1217,-309
4497712191,1,13,4,0,4,5,7,0,0,0,254,62,-27,394,18,2,1,5,4,6,1,0,0,234,46,27,-394
4524932561,1,15,4,1,6,5,5,0,1,0,238,59,865,2685,22,4,0,5,6,8,1,0,0,213,48,-865,-2685
4520745739,0,13,0,0,1,4,1,0,0,0,235,60,-1653,-1289,13,1,1,4,1,4,1,0,0,258,64,1653,1289
4490937979,0,17,3,0,5,3,3,1,0,0,255,66,1932,2097,16,1,1,3,5,3,0,0,0,182,52,-1932,-2097
4524927159,0,14,1,1,5,9,4,0,0,0,206,60,-3386,-2729,16,3,0,9,5,13,0,0,0,234,51,3386,2729
4495222052,0,16,1,0,6,15,9,0,0,0,161,40,-5097,-3482,17,3,1,15,6,16,1,0,0,226,44,5097,3482
4502309990,0,53,2,1,5,1,8,1,1,0,215,67,1321,1735,14,2,0,1,5,2,0,0,0,245,56,-1321,-1735
4524336258,0,14,1,1,6,6,9,1,0,0,233,50,-276,-1424,22,2,0,6,6,8,0,0,0,220,59,276,1424
4483668263,0,13,0,1,6,4,6,0,1,0,212,53,-19,-1122,11,1,0,4,6,2,0,0,0,256,68,19,1122
4446171042,1,16,4,1,8,4,7,0,0,0,256,33,2590,1850,13,5,0,4,8,4,0,0,0,218,48,-2590,-1850
4503175131,0,16,6,1,8,6,8,0,0,0,226,45,510,-601,25,5,0,6,8,10,1,0,0,230,48,-510,601
4508573055,0,21,6,0,4,2,7,0,0,0,191,51,103,412,21,6,1,2,4,3,0,1,0,239,41,-103,-412
4479801050,1,12,2,1,9,10,10,0,0,0,229,48,-237,-500,19,2,0,10,9,13,1,0,0,200,60,237,500
4519375393,1,13,3,0,7,4,5,0,0,0,233,48,-612,549,19,1,1,4,7,5,1,1,1,232,59,612,-549
4512258772,0,18,4,1,8,1,6,0,1,0,264,53,4488,3191,15,1,0,1,8,1,1,0,0,210,60,-4488,-3191
4494864543,0,18,2,0,8,5,6,0,0,0,209,48,335,675,16,1,1,5,8,5,1,0,0,192,64,-335,-675
4505104958,0,19,1,0,2,3,2,1,0,0,220,40,-814,-418,11,2,1,3,2,2,0,1,0,224,44,814,418
4514431388,1,15,4,1,6,5,7,1,0,0,232,39,-39,464,13,5,0,5,6,9,0,0,0,197,45,39,-464
4513352439,1,20,5,1,4,5,3,0,0,0,264,53,80,-609,67,2,0,5,4,8,1,0,0,225,53,-80,609
4515442346,0,14,4,0,2,8,2,1,1,0,204,77,-1975,-888,15,4,1,8,2,11,0,0,0,201,44,1975,888
4524409899,0,13,4,1,5,3,7,0,0,0,257,52,1723,970,38,1,0,3,5,5,1,1,0,227,52,-1723,-970
4444371751,0,18,0,1,5,9,2,1,0,0,155,56,-5763,-4731,14,2,0,9,5,11,0,1,2,203,60,5763,4731
4513965875,0,16,11,0,3,13,6,0,0,0,207,53,-6050,-4081,38,0,1,13,3,16,0,0,0,273,60,6050,4081
4520923371,0,38,3,1,3,3,6,1,0,0,261,60,1152,-29,15,2,0,3,3,6,0,0,0,228,60,-1152,29
4523763219,1,17,3,1,7,2,9,0,1,0,209,64,3822,2980,18,2,0,2,7,1,0,0,0,224,24,-3822,-2980
4521104135,0,14,2,0,4,8,4,1,0,0,196,41,-2975,-2024,39,1,1,8,4,10,0,0,0,235,40,2975,2024
4510666820,1,41,1,1,12,5,18,1,0,0,227,40,1526,472,17,1,0,5,12,7,0,0,0,203,56,-1526,-472
4524932837,1,17,3,1,9,1,9,1,0,0,229,44,3916,2599,16,0,0,1,9,0,0,0,0,191,44,-3916,-2599
4469723831,1,13,1,1,6,1,2,1,1,3,276,70,8776,8348,14,1,0,1,6,1,0,0,0,176,20,-8776,-8348
4499740164,0,14,2,0,8,10,4,0,0,0,213,4,-4493,-3830,13,2,1,10,8,10,1,1,1,218,68,4493,3830
4500544230,1,14,3,1,5,4,3,1,0,0,214,55,1018,-1023,13,0,0,4,5,2,0,1,0,204,64,-1018,1023
4525140164,1,14,2,1,8,9,7,0,0,0,200,47,-97,165,16,3,0,9,8,6,1,0,0,198,48,97,-165
4487935586,0,43,0,0,4,6,4,0,0,0,187,51,-933,-636,18,2,1,6,4,6,0,1,0,217,31,933,636
4523954840,0,17,2,0,8,10,10,0,0,0,206,37,-4322,-1588,16,1,1,10,8,8,0,1,1,244,60,4322,1588
4485823957,1,24,2,0,7,4,11,0,0,0,231,49,1350,524,16,5,1,4,7,6,0,0,0,262,65,-1350,-524
4525145899,0,33,1,0,1,9,0,0,0,0,194,51,-5490,-2476,18,2,1,9,1,8,1,0,1,225,52,5490,2476
4459553176,0,19,2,0,8,8,9,1,0,0,214,36,-730,58,11,6,1,8,8,10,0,0,0,191,50,730,-58
4462400484,1,12,2,1,2,2,0,0,0,0,239,64,-631,337,23,2,0,2,2,2,1,0,0,258,76,631,-337
4522561203,0,35,3,1,5,4,4,0,1,0,244,50,-183,254,16,5,0,4,5,3,1,0,0,243,60,183,-254
4512990467,0,18,3,1,7,11,9,0,1,0,198,56,-2250,-1591,17,5,0,11,7,17,1,0,0,196,52,2250,1591
4453522690,0,19,7,1,5,3,6,1,0,0,249,60,493,-699,43,5,0,3,5,3,0,0,0,250,48,-493,699
4525240848,0,18,5,1,7,7,11,0,0,0,230,49,-211,-626,16,2,0,7,7,10,1,0,0,222,68,211,626
4518457045,1,18,0,0,3,6,4,0,0,0,228,49,-1611,97,40,5,1,6,3,11,0,0,0,247,44,1611,-97
4494818793,0,16,2,0,6,8,3,0,0,0,203,44,-1343,-768,21,3,1,8,6,5,1,0,0,204,36,1343,768
